law_nm,article_number,hang_number,article_title,structural_index,entity_type,concept,subject,action,object,legal_force,full_text,cross_law_refs,intra_law_refs,pipeline_version,generator_model,evaluator_model,eval_score,retry_count
여신전문금융업법,제27조의2,7,신용카드등부가통신업의 등록 등,"[3, 1, 27, 7]",PROCEDURE,임원 선임·해임 보고,부가통신업자,보고,임원 선임 또는 해임 사실,MANDATORY,제27조의2(신용카드등부가통신업의 등록 등) ⑦ 부가통신업자는 임원을 선임하거나 해임한 경우 대통령령으로 정하는 바에 따라 그 사실을 금융위원회에 보고하여야 한다.<신설 2018. 12. 11.> [본조신설 2015. 1. 20.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
여신전문금융업법,제27조의3,1,신용카드등부가통신업 등록의 취소,"[3, 1, 27, 1]",ACTOR,신용카드등부가통신업 등록의 취소,금융위원회,등록을 취소할 수 있다,부가통신업자 등록,PERMISSIVE,제27조의3(신용카드등부가통신업 등록의 취소) ① 금융위원회는 부가통신업자가 다음 각 호의 어느 하나에 해당하는 경우에는 제27조의2에 따른 등록을 취소할 수 있다. 1. 거짓이나 그 밖의 부정한 방법으로 제27조의2에 따른 등록을 한 경우 2. 제27조의2제3항에 해당하는 경우 3. 제53조제4항에 따른 금융위원회의 조치를 정당한 사유 없이 이행하지 아니한 경우 4. 정당한 사유 없이 1년 이상 계속하여 영업을 하지 아니한 경우 5. 법인의 합병ㆍ파산ㆍ폐업 등으로 사실상 영업을 끝낸 경우,,제27조의2; 제27조의2; 제27조의2제3항; 제53조제4항,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
여신전문금융업법,제27조의3,2,신용카드등부가통신업 등록의 취소,"[3, 1, 27, 2]",PROCEDURE,신용카드등부가통신업 등록 취소 시 청문 절차,금융위원회,청문을 하여야 한다,청문,MANDATORY,제27조의3(신용카드등부가통신업 등록의 취소) ② 금융위원회는 제1항에 따라 등록을 취소하려는 경우에는 청문을 하여야 한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제27조의3,3,신용카드등부가통신업 등록의 취소,"[3, 1, 27, 3]",PERMISSIVE,등록 취소 후 결제 업무의 계속 수행,부가통신업자,계속할 수 있다,대금의 결제 업무,PERMISSIVE,제27조의3(신용카드등부가통신업 등록의 취소) ③ 부가통신업자는 제1항에 따라 등록이 취소된 경우에도 그 처분 전에 행하여진 신용카드등에 따른 대금의 결제를 위한 업무를 계속 할 수 있다. [본조신설 2015. 1. 20.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제27조의4,1,신용카드 단말기의 등록,"[3, 1, 27, 1]",PROCEDURE,신용카드 단말기 등록,부가통신업자,등록하여야 한다,신용카드 단말기,MANDATORY,"제27조의4(신용카드 단말기의 등록) ① 부가통신업자는 자신이 전기통신서비스를 제공하는 신용카드 단말기를 금융위원회에 등록하여야 한다. 다만, 부가통신업자가 전기통신서비스를 제공하지 아니하는 신용카드 단말기의 경우에는 신용카드가맹점이 금융위원회에 등록하여야 한다.",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,3
여신전문금융업법,제27조의4,2,신용카드 단말기의 등록,"[3, 1, 27, 2]",REGULATION,신용카드 단말기의 기술기준 적합성,신용카드 단말기,기술기준에 적합하여야 한다,금융위원회가 정하는 기술기준,MANDATORY,제27조의4(신용카드 단말기의 등록) ② 등록하려는 신용카드 단말기는 신용카드회원의 정보보호를 위하여 금융위원회가 정하는 기술기준에 적합하여야 한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제27조의4,3,신용카드 단말기의 등록,"[3, 1, 27, 3]",PROCEDURE,신용카드 단말기 등록사항 위임,대통령령,정한다,신용카드 단말기의 등록요건 및 등록절차 등,PERMISSIVE,제27조의4(신용카드 단말기의 등록) ③ 신용카드 단말기의 등록요건 및 등록절차 등에 필 요한 사항은 대통령령으로 정한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제27조의4,4,신용카드 단말기의 등록,"[3, 1, 27, 4]",PROCEDURE,신용카드 단말기 등록 업무 위탁,금융위원회,위탁한다,신용카드 단말기의 등록 및 기술기준에 관한 업무,PERMISSIVE,제27조의4(신용카드 단말기의 등록) ④ 금융위원회는 제1항 및 제2항에 따른 신용카드 단말기의 등록 및 기술기준에 관한 업무를 여신전문금융업협회 장에게 위탁한다. [본조신설 2015. 1. 20.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제27조의5,1,영세한 중소신용카드가맹점 대상 부가통신업자 지정,"[3, 1, 27, 1]",ACTOR,부가통신업자 지정,금융위원회,지정할 수 있다,부가통신업자,PERMISSIVE,제27조의5(영세한 중소신용카드가맹점 대상 부가통신업자 지정) ① 금융위원회는 영세한 중소신용카드가맹점을 대상으로 전기통신서비스를 제공하는 부가통신업자를 지정할 수 있다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
여신전문금융업법,제27조의5,2,영세한 중소신용카드가맹점 대상 부가통신업자 지정,"[3, 1, 27, 2]",PROCEDURE,부가통신업자 지정,부가통신업자,지정,비영리법인 또는 적합한 법인,MANDATORY,제27조의5(영세한 중소신용카드가맹점 대상 부가통신업자 지정) ② 제1항에 따른 부가통신업자는 다음 각 호의 어느 하나에 해당하는 자 중에서 지정한다. 1. 「민법」 제32조 또는 다른 법률에 따라 설립된 비영리법인 2. 그 밖에 영세한 중소신용카드가맹점 자문ㆍ교육 등 대통령령으로 정하는 업무를 수행하는 것이 적합하다고 인정되는 법인,「민법」 제32조,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제27조의5,3,영세한 중소신용카드가맹점 대상 부가통신업자 지정,"[3, 1, 27, 3]",ACTOR,영세한 중소신용카드가맹점 대상 부가통신업자의 업무 범위,부가통신업자,자문ㆍ교육 등 업무 수행,영세한 중소신용카드가맹점,PERMISSIVE,제27조의5(영세한 중소신용카드가맹점 대상 부가통신업자 지정) ③ 제1항에 따라 지정된 부가통신업자는 신용카드등부가통신업과 관련하여 영세한 중소신용카드가맹점을 위한 자문ㆍ교육 등 대통령령으로 정한 업무를 할 수 있다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제27조의5,4,영세한 중소신용카드가맹점 대상 부가통신업자 지정,"[3, 1, 27, 4]",ACTOR,부가통신업자에 대한 자료 제출 및 의견 진술 요청,금융위원회,자료의 제출이나 의견의 진술을 요청할 수 있음,부가통신업자,PERMISSIVE,제27조의5(영세한 중소신용카드가맹점 대상 부가통신업자 지정) ④ 금융위원회는 신용카드등부가통신업의 건전한 거래질서 확립 및 영세한 중소신용카드가맹점 보호를 위하여 필요한 경우에는 제1항에 따라 지정된 부가통신업자에게 자료의 제출이나 의견의 진술을 요청할 수 있다. 이 경우 요청을 받은 부가통신업자는 특별한 사유가 없으면 요청에 따라야 한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
여신전문금융업법,제27조의5,5,영세한 중소신용카드가맹점 대상 부가통신업자 지정,"[3, 1, 27, 5]",PROCEDURE,부가통신업자 지정기준 및 절차,대통령령,정한다,지정기준 및 절차 등에 필요한 사항,MANDATORY,제27조의5(영세한 중소신용카드가맹점 대상 부가통신업자 지정) ⑤ 그 밖에 영세한 중소신용카드가맹점을 대상으로 전기통신서비스를 제공하는 부가통신업자의 지정기준 및 절차 등에 필요한 사항은 대통령령으로 정한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제27조의5,6,영세한 중소신용카드가맹점 대상 부가통신업자 지정,"[3, 1, 27, 6]",ACTOR,업무 위탁,금융위원회,위탁한다,업무,MANDATORY,제27조의5(영세한 중소신용카드가맹점 대상 부가통신업자 지정) ⑥ 금융위원회는 제1항부터 제4항까지와 관련된 업무를 여신전문금융업협회장에게 위탁한다. [본조신설 2016. 3. 29.] 제2절 시설대여업 <개정 2009. 2. 6.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제28조,,적용 범위,"[3, 2, 28, None]",REGULATION,적용 범위,이 절,적용한다,시설대여업 및 연불판매업무,MANDATORY,제28조(적용 범위) 이 절은 시설대여업자가 하는 시설대여업과 연불판매업무에 적용한다. <개정 2016. 3. 29.> [전문개정 2009. 2. 6.],,제28조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
여신전문금융업법,제29조,,각종 자금의 이용,"[3, 2, 29, None]",PERMISSIVE,시설대여등을 위한 자금 융자,시설대여업자,융자받아 시설대여 또는 연불판매를 할 수 있음,자금,PERMISSIVE,제29조(각종 자금의 이용) 시설대여업자와 시설대여 또는 연불판매 계약을 체결한 자(이하 “대여시설이용자”라 한다)가 기업의 설비투자를 지원하기 위하여 운용(運用)되는 자금의 융자대상자인 경우에는 시설대여업자가 그 대여시설이용자를 위하여 그 자금을 융자받아 특정물건을 취득하거나 대여받아 시설대여 또는 연불판매(이하 “시설대여등”이라 한다)를 할 수 있다. [전문개정 2009. 2. 6.],,제29조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
여신전문금융업법,제30조,,「대외무역법」상의 특례,"[3, 2, 30, None]",REGULATION,외화획득용 시설기재의 외화획득 의무,대여시설이용자,외화획득,수입에 대응하는 외화획득,MANDATORY,제30조(「대외무역법」상의 특례) 시설대여업자가 시설대여등을 한 특정물건이 외화획득용 시설기재(施設機材)인 경우에는 대여시설이용자가 「대외무역법」 제16조제3항 본문에 따른 “그 수입에 대응하는 외화획득”을 하여야 한다. [전문개정 2009. 2. 6.],「대외무역법」; 「대외무역법」 제16조제3항,제30조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
여신전문금융업법,제31조,1,「의료기기법」상의 특례,"[3, 2, 31, 1]",PERMISSIVE,의료기기 수입 특례,시설대여업자,수입,의료기기,PERMISSIVE,"제31조(「의료기기법」상의 특례) ① 시설대여업자는 시설대여등의 목적으로 수입(輸入)하는 특정물건인 의료기기에 대하여 보건복지부장관이 지정하는 자의 시설과 기구를 이용하여 시험검사를 하는 경우에는 「의료기기법」 제15조제4항에도 불구하고 그 의료기기를 수입할 수 있다. <개정 2010. 1. 18., 2011. 4. 7.>",「의료기기법」 제15조제4항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제31조,2,「의료기기법」상의 특례,"[3, 2, 31, 2]",PERMISSIVE,의료기기 양도 특례,시설대여업자,양도할 수 있다,의료기기,PERMISSIVE,제31조(「의료기기법」상의 특례) ② 시설대여업자는 제1항에 따라 수입한 특정물건인 의료기기를 「의료기기법」 제17조제1항에도 불구하고 신고하지 아니하고 양도할 수 있다. <개정 2011. 4. 7.> [전문개정 2009. 2. 6.],「의료기기법」 제17조제1항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제32조,,행정처분상의 특례,"[3, 2, 32, None]",REGULATION,행정처분상의 특례,시설대여업자,갖춘 것으로 본다,행정처분 요건,PERMISSIVE,"제32조(행정처분상의 특례) 시설대여업자가 시설대여등의 목적으로 특정물건을 취득ㆍ수입하거나 대여받으려는 경우에 제30조와 제31조에 규정된 사항 외에 법령에 따라 받아야 할 허가ㆍ승인ㆍ추천, 그 밖에 행정처분에 필요한 요건을 대여시설이용자가 갖춘 경우에는 시설대여업자가 해당 요건을 갖춘 것으로 본다. [전문개정 2009. 2. 6.]",,제32조; 제30조; 제31조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
여신전문금융업법,제33조,1,등기ㆍ등록상의 특례,"[3, 2, 33, 1]",REGULATION,시설대여등 시 등록 명의 특례,시설대여업자,등록할 수 있다,대여시설이용자 명의,PERMISSIVE,제33조(등기ㆍ등록상의 특례) ① 시설대여업자가 건설기계나 차량(車輛)의 시설대여등을 하는 경우에는 「건설기계관리법」 또는 「자동차관리법」에도 불구하고 대여시설이용자(연불판매의 경우 특정물건의 소유권을 취득한 자는 제외한다. 이하 같다)의 명의로 등록할 수 있다.,「건설기계관리법」; 「자동차관리법」,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제33조,2,등기ㆍ등록상의 특례,"[3, 2, 33, 2]",REGULATION,등기·등록상의 특례,시설대여업자,요건을 갖춘 것으로 본다,선박 또는 항공기,PERMISSIVE,제33조(등기ㆍ등록상의 특례) ② 시설대여업자가 시설대여등의 목적으로 그 소유의 선박이나 항공기를 등기ㆍ등록하려는 경우 대여시설이용자가 「선박법」 제2조 또는 「항공안전법」 제10조에 따라 등기ㆍ등록에 필요한 요건을 갖추고 있는 경우에는 그 이용 기간 동안 시설대여업자가 그 요건을 갖추고 있는 것으로 본다. <개정 2016. 3. 29.> [전문개정 2009. 2. 6.],「선박법」 제2조; 「항공안전법」 제10조,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
여신전문금융업법,제34조,1,의무이행상의 특례,"[3, 2, 34, 1]",REGULATION,의무이행상의 특례,대여시설이용자,이행,유지ㆍ관리 의무,MANDATORY,제34조(의무이행상의 특례) ① 대여시설이용자가 특정물건의 시설대여등을 받아 사용하는 경우에는 다른 법령에 따라 특정물건의 소유자에게 부과되는 검사 등 그 물건의 유지ㆍ관리에 관한 각종 의무를 대여시설이용자가 당사자로서 이행하여야 한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제34조,2,의무이행상의 특례,"[3, 2, 34, 2]",ACTOR,의무이행상의 특례,시설대여업자,알려야 한다,대여시설이용자,MANDATORY,제34조(의무이행상의 특례) ② 제1항에 따른 의무를 지게 된 시설대여업자는 지체 없이 이를 대여시설이용자에게 알려야 한다. [전문개정 2009. 2. 6.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제35조,,자동차 등의 손해배상책임,"[3, 2, 35, None]",REGULATION,시설대여업자의 자동차 운행자 지위 배제,시설대여업자,자동차를 운행하는 자로 보지 아니함,「자동차손해배상보장법」 제3조의 적용,PROHIBITIVE,제35조(자동차 등의 손해배상책임) 대여시설이용자가 이 법에 따라 건설기계나 차량의 시설대여등을 받아 운행하면서 위법행위로 다른 사람에게 손해를 입힌 경우에는 「자동차손해배상보장법」 제3조를 적용할 때 시설대여업자를 자기를 위하여 자동차를 운행하는 자로 보지 아니한다. [전문개정 2009. 2. 6.],「자동차손해배상보장법」 제3조,제35조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
여신전문금융업법,제36조,1,시설대여등의 표시,"[3, 2, 36, 1]",REGULATION,시설대여등의 표시 의무,시설대여업자,표지를 붙여야 한다,특정물건,MANDATORY,제36조(시설대여등의 표시) ① 시설대여업자는 시설대여등(연불판매에서 특정물건의 소유권을 이전한 경우는 제외한다)을 하는 특정물건에 총리령으로 정하는 바에 따라 시설대여등을 나타내는 표지(標識)를 붙여야 한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
여신전문금융업법,제36조,2,시설대여등의 표시,"[3, 2, 36, 2]",REGULATION,시설대여등의 표시 보호,시설대여업자 외의 자,손괴·제거·변경 금지,표지,PROHIBITIVE,제36조(시설대여등의 표시) ② 해당 특정물건의 시설대여등을 한 시설대여업자 외의 자는 제1항의 표지를 손괴 또는 제거하거나 그 내용 또는 붙인 위치를 변경하여서는 아니 된다. [전문개정 2009. 2. 6.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제37조,1,중소기업에 대한 지원,"[3, 2, 37, 1]",ACTOR,중소기업에 대한 지원 명령,금융위원회,명할 수 있다,시설대여등의 연간 실행액의 일정 비율 이상 운용,PERMISSIVE,제37조(중소기업에 대한 지원) ① 금융위원회는 대통령령으로 정하는 바에 따라 시설대여업자에게 시설대여등의 연간 실행액의 일정 비율 이상을 중소기업(「중소기업기본법」 제2조에 따른 중소기업을 말한다)에 대하여 운용하도록 명할 수 있다.,「중소기업기본법」 제2조,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제37조,2,중소기업에 대한 지원,"[3, 2, 37, 2]",REGULATION,중소기업 지원 비율 제한,,넘을 수 없다,일정 비율,PROHIBITIVE,제37조(중소기업에 대한 지원) ② 제1항에 따른 일정 비율은 100분의 50을 넘을 수 없다. [전문개정 2009. 2. 6.] 제3절 할부금융업 <개정 2009. 2. 6.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제38조,,적용 범위,"[3, 3, 38, None]",REGULATION,할부금융업 적용 범위,이 절,적용한다,할부금융업,MANDATORY,제38조(적용 범위) 이 절은 할부금융업자가 하는 할부금융업에 적용한다. <개정 2016. 3. 29.> [전문개정 2009. 2. 6.],,제38조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
여신전문금융업법,제39조,1,거래조건의 주지 의무,"[3, 3, 39, 1]",ACTOR,거래조건의 주지 의무,할부금융업자,제공하여야 한다,할부금융이용자,MANDATORY,"제39조(거래조건의 주지 의무) ① 할부금융업자는 할부금융계약을 체결한 재화와 용역의 매수인(이하 “할부금융이용자”라 한다)에게 다음 각 호의 사항을 제공하여야 한다. <개정 2012. 6. 1., 2023. 3. 21.> 1. 할부금융업자가 정하는 이자율, 연체이자율 및 각종 요율. 이 경우 각종 요율은 취급수수료 등 그 명칭이 무엇이든 할부금융이용자가 할부금융업자에게 지급하는 금액이 포함되도록 산정하여야 한다. 2. 할부금융에 의한 대출액(이하 “할부금융자금”이라 한다)의 변제방법 3. 그 밖에 총리령으로 정하는 사항",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,3
여신전문금융업법,제39조,2,거래조건의 주지 의무,"[3, 3, 39, 2]",ACTOR,거래조건의 주지 의무,할부금융업자,제공,제1항에 따른 사항,MANDATORY,제39조(거래조건의 주지 의무) ② 할부금융업자는 제1항에 따른 사항을 다음 각 호 중 어느 하나의 방법으로 제공한다. 이 경우 할부금융이용자가 다음 각 호 중 어느 하나의 방법을 요청하는 때에는 그 방법으로 제공하여야 한다. <신설 2023. 3. 21.> 1. 서면 2. 팩스 3. 전자문서 [전문개정 2009. 2. 6.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,3
여신전문금융업법,제40조,1,할부금융업자의 준수사항,"[3, 3, 40, 1]",REGULATION,할부금융자금 대출 한도,할부금융업자,대출할 수 없다,할부금융자금,PROHIBITIVE,제40조(할부금융업자의 준수사항) ① 할부금융업자는 할부금융이용자에게 할부금융의 대상이 되는 재화 및 용역의 구매액(그 구매에 필요한 부대비용을 포함한다) 이상으로 할부금융자금을 대출할 수 없다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제40조,2,할부금융업자의 준수사항,"[3, 3, 40, 2]",REGULATION,할부금융자금의 지급 방식,할부금융업자,직접 지급,할부금융자금,MANDATORY,제40조(할부금융업자의 준수사항) ② 할부금융업자는 할부금융자금을 할부금융의 대상이 되는 재화 및 용역의 매도인에게 직접 지급하여야 한다. [전문개정 2009. 2. 6.] 제4절 신기술사업금융업 <개정 2009. 2. 6.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제41조,1,적용 범위,"[3, 4, 41, 1]",REGULATION,신기술사업금융업 적용 범위,신기술사업금융업자,적용한다,신기술사업금융업자의 업무,MANDATORY,제41조(적용 범위) ① 이 절은 신기술사업금융업자가 하는 다음 각 호의 업무에 적용한다. <개정 2016. 3. 29.> 1. 신기술사업자에 대한 투자 2. 신기술사업자에 대한 융자 3. 신기술사업자에 대한 경영 및 기술의 지도 4. 신기술사업투자조합의 설립 5. 신기술사업투자조합 자금의 관리ㆍ운용,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제41조,2,적용 범위,"[3, 4, 41, 2]",,Unknown,,,,,제41조(적용 범위) ② 삭제 <2016. 3. 29.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제41조,3,적용 범위,"[3, 4, 41, 3]",,Unknown,,,,,제41조(적용 범위) ③ 삭제 <2016. 3. 29.> [전문개정 2009. 2. 6.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제42조,,자금의 차입,"[3, 4, 42, None]",PERMISSIVE,자금의 차입,신기술사업금융업자,차입할 수 있다,자금,PERMISSIVE,제42조(자금의 차입) 신기술사업금융업자는 제47조제1항에도 불구하고 정부 또는 대통령령으로 정하는 기금(基金)으로부터 신기술사업자에 대한 투자(投資)ㆍ융자(融資)에 필요한 자금을 차입(借入)할 수 있다. [전문개정 2009. 2. 6.],,제42조; 제47조제1항,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
여신전문금융업법,제43조,,세제상의 지원,"[3, 4, 43, None]",ACTOR,신기술사업금융업에 대한 세제 지원,정부,세제상의 지원을 할 수 있다,"신기술사업금융업자, 신기술사업금융업자에게 투자한 자, 신기술사업투자조합 및 그 조합원",PERMISSIVE,"제43조(세제상의 지원) 정부는 신기술사업금융업의 발전을 위하여 신기술사업금융업자, 신기술사업금융업자에게 투자한 자, 신기술사업투자조합 및 그 조합원에 대하여 「조세특례제한법」으로 정하는 바에 따라 세제(稅制)상의 지원을 할 수 있다. [전문개정 2009. 2. 6.]",「조세특례제한법」,제43조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제44조,1,신기술사업투자조합,"[3, 4, 44, 1]",REGULATION,신기술사업투자조합 규약의 기재 사항,신기술사업투자조합,규약에 다음 각 호의 내용을 포함해야 함,규약,MANDATORY,제44조(신기술사업투자조합) ① 신기술사업투자조합(이하 이 조에서 “조합”이라 한다)의 규약(規約)에는 다음 각 호의 내용이 포함되어야 한다. 1. 신기술사업금융업자가 그 조합의 자금을 관리ㆍ운용한다는 내용. 이 경우 신기술사업금융업자는 조합과의 계약에 따라 조합자금 운용업무의 전부 또는 일부를 신기술사업금융업자 외의 자에게 위탁할 수 있다. 2. 조합의 자금은 신기술사업자에게 투자한다는 내용,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
여신전문금융업법,제44조,2,신기술사업투자조합,"[3, 4, 44, 2]",PERMISSIVE,투자수익 배분,조합,배분할 수 있다,투자수익의 일부,PERMISSIVE,제44조(신기술사업투자조합) ② 조합은 그 자금을 관리ㆍ운용함에 따라 생긴 투자수익(投資收益)의 100분의 20을 넘지 아니하는 범위에서 규약으로 정하는 바에 따라 조합의 업무를 집행하는 신기술사업금융업자에게 그 업무집행에 대한 대가로서 투자수익의 일부를 배분할 수 있다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제44조,3,신기술사업투자조합,"[3, 4, 44, 3]",REGULATION,투자손실 분배비율 결정,조합,정할 수 있다,손실의 분배비율,PERMISSIVE,제44조(신기술사업투자조합) ③ 조합은 그 자금을 관리ㆍ운용함에 따라 투자손실이 생긴 경우에는 규약으로 정하는 바에 따라 신기술사업금융업자 외의 자에게 유리하도록 손실의 분배비율을 정할 수 있다. [전문개정 2009. 2. 6.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
여신전문금융업법,제44조의2,,공모신기술투자조합에 관한 특례,"[3, 4, 44, None]",REGULATION,공모신기술투자조합에 관한 특례,공모신기술투자조합 및 신기술사업금융업자,적용하지 아니한다,"자본시장법, 금융소비자보호법, 금융회사지배구조법의 특정 조항",PROHIBITIVE,"제44조의2(공모신기술투자조합에 관한 특례) 「자본시장과 금융투자업에 관한 법률」 제11조부터 제16조까지, 제30조부터 제32조까지, 제34조부터 제36조까지, 제40조부터 제43조까지, 제50조부터 제53조까지, 제56조, 제58조, 제61조부터 제65조까지, 제80조부터 제83조까지, 제85조제2호ㆍ제3호 및 제6호부터 제8호까지, 제86조부터 제88조까지, 제90조, 제92조부터 제95조까지, 제181조, 제183조, 제184조제1항ㆍ제2항ㆍ제5항부터 제7항까지, 제185조부터 제187조까지, 제218조부터 제223조까지, 제229조부터 제249조까지, 제249조의2부터 제249조의22까지, 제250조, 제251조까지, 제415조부터 제425조까지, 「금융소비자 보호에 관한 법률」 제11조, 제12조, 제14조, 제16조, 제22조제6항, 제24조부터 제28조까지, 제44조, 제45조, 제47조부터 제66조까지 및 「금융회사의 지배구조에 관한 법률」(제24조부터 제26조까지의 규정은 제외한다)은 공모신기술투자조합(「자본시장과 금융투자업에 관한 법률」 제9조제19항에 따른 사모집합투자기구에 해당하지 아니하는 신기술투자조합을 말한다) 및 신기술사업금융업자(공모신기술투자조합이 아닌 신기술투자조합만을 설립하여 그 자금을 관리ㆍ운용하는 신기술사업금융업자를 제외한다)에 대하여는 적용하지 아니한다. <개정 2015. 7. 24., 2015. 7. 31., 2018. 12. 11., 2020. 3. 24.> [본조신설 2007. 8. 3.]",「자본시장과 금융투자업에 관한 법률」 제11조; 「금융소비자 보호에 관한 법률」 제11조; 「금융회사의 지배구조에 관한 법률」; 「자본시장과 금융투자업에 관한 법률」 제9조제19항,제44조의2; 제16조; 제30조; 제32조; 제34조; 제36조; 제40조; 제43조; 제50조; 제53조; 제56조; 제58조; 제61조; 제65조; 제80조; 제83조; 제85조제2호; 제86조; 제88조; 제90조; 제92조; 제95조; 제181조; 제183조; 제184조제1항; 제185조; 제187조; 제218조; 제223조; 제229조; 제249조; 제249조의2; 제249조의22; 제250조; 제251조; 제415조; 제425조; 제12조; 제14조; 제16조; 제22조제6항; 제24조; 제28조; 제44조; 제45조; 제47조; 제66조; 제24조; 제26조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.6,3
여신전문금융업법,제45조,,신기술사업금융업자의 준수사항,"[3, 4, 45, None]",REGULATION,융자한도 준수,신기술사업금융업자,융자한도를 넘지 아니함,융자한도,PROHIBITIVE,제45조(신기술사업금융업자의 준수사항) 신기술사업금융업자는 제41조제1항제2호에 따른 융자업무를 하는 경우에는 총리령으로 정하는 융자한도를 넘겨서는 아니 된다. [전문개정 2009. 2. 6.] 제4장 여신전문금융회사 <개정 2009. 2. 6.>,,제45조; 제41조제1항제2호,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
